Ticker;Cotacao;P/L;P/VP;PSR;DY;P/Ativo;P/Cap.Giro;P/EBIT;P/ACL;EV/EBIT;EV/EBITDA;Mrg.Ebit;Mrg.Liq.;Liq.Corr.;ROIC;ROE;Liq.2meses;Pat.Liq;Div.Brut/Pat.;Cresc.5anos
MULT3;21.95;22.8;2.03;9.152;0.0224;1.227;25.75;15.52;-4.93;18.05;14.53;0.5898;0.4011;1.48;0.0872;0.0892;117698000.0;6481760000.0;0.47;0.0223
BRGE11;6.9;22.82;0.41;119.006;0.0545;0.163;0.45;-0.86;1.11;1.62;1.63;-137.76;5.6379;2.67;-0.3543;0.0178;111.7;1250990000.0;0.0;-0.3262
LREN3;22.62;23.01;2.33;1.929;0.0172;1.063;3.74;9.97;9.39;9.09;6.38;0.1934;0.0838;1.77;0.1605;0.101;287927000.0;9624740000.0;0.38;0.0672
LJQQ3;5.7;23.03;2.0;0.499;0.0215;0.417;1.38;6.75;-3.02;7.83;5.03;0.0739;0.0217;1.85;0.0756;0.0868;18667800.0;533741000.0;0.74;0.2277
IGTI11;17.99;23.51;1.39;5.182;0.0116;0.656;2.71;12.27;-2.99;16.13;11.48;0.4223;0.3173;4.63;0.0725;0.0593;57699900.0;3407800000.0;0.99;0.0514
DESK3;7.89;24.54;0.77;1.535;0.0;0.287;19.57;7.77;-0.79;11.82;6.39;0.1975;0.0769;1.06;0.0495;0.0315;5023460.0;891106000.0;0.99;0.0
VAMO3;11.71;25.37;4.16;3.522;0.0167;1.051;4.41;12.49;-2.96;15.86;12.06;0.2821;0.1388;2.55;0.1362;0.164;37336400.0;2749900000.0;2.22;0.623
PINE4;0.99;25.56;0.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0087;215302.0;830409000.0;0.0;0.7425
LUXM4;81.98;25.98;4.16;3.075;0.0085;2.806;-412.76;16.23;-16.49;16.43;10.22;0.1895;0.1184;0.96;0.1903;0.1602;42269.8;102315000.0;0.15;0.03
BRGE6;8.5;28.11;0.5;146.602;0.0885;0.201;0.55;-1.06;1.37;1.42;1.43;-137.76;5.6379;2.67;-0.3543;0.0178;39.53;1250990000.0;0.0;-0.3262
RPAD3;6.72;29.0;0.55;0.0;0.0;0.545;9.27;-143.7;9.29;-127.53;-127.53;0.0;0.0;19.84;-0.004;0.0189;1451.56;1039900000.0;0.0;-0.5335
BRGE8;8.9;29.43;0.52;153.501;0.0352;0.21;0.58;-1.11;1.43;1.37;1.38;-137.76;5.6379;2.67;-0.3543;0.0178;400.35;1250990000.0;0.0;-0.3262
WEGE3;26.45;29.48;8.94;4.386;0.0171;4.593;15.59;24.44;22.02;24.39;21.84;0.1795;0.1514;1.77;0.2425;0.3032;267578000.0;12417600000.0;0.25;0.2575
LIPR3;66.01;30.28;3.45;0.0;0.0323;2.915;14.26;-132.89;18.42;-119.53;-119.49;0.0;0.0;2.88;-0.031;0.114;18415.9;225029000.0;0.0;0.0
CSAB4;49.04;30.63;2.09;60.688;0.0228;0.974;0.0;47.9;0.0;0.0;0.0;1.267;1.9812;0.0;0.0;0.0681;343.16;180414000.0;0.0;-0.0695
BRML3;7.52;30.75;0.57;5.08;0.0071;0.319;7.17;8.29;-0.99;11.63;10.82;0.6127;0.1914;1.85;0.0417;0.0187;122914000.0;10844300000.0;0.36;-0.0353
SULA11;22.1;31.06;1.15;0.455;0.0102;0.32;0.86;-18.86;-6.7;9.9;14.34;-0.0241;0.0146;2.24;-0.0427;0.0372;105755000.0;8150850000.0;0.41;0.0166
SULA3;7.37;31.07;1.16;0.456;0.0102;0.321;0.86;-18.87;-6.7;9.9;14.33;-0.0241;0.0146;2.24;-0.0427;0.0372;33825.4;8150850000.0;0.41;0.0166
SULA4;7.39;31.15;1.16;0.457;0.0101;0.321;0.86;-18.92;-6.72;9.84;14.25;-0.0241;0.0146;2.24;-0.0427;0.0372;66146.3;8150850000.0;0.41;0.0166
CSAB3;50.0;31.23;2.13;61.876;0.0204;0.993;0.0;48.84;0.0;0.0;0.0;1.267;1.9812;0.0;0.0;0.0681;476.74;180414000.0;0.0;-0.0695
EEEL4;410.0;32.55;1.82;3.755;0.3387;0.844;3.68;7.52;-7.44;7.06;6.88;0.4994;0.1041;2.19;0.1386;0.0559;7028.0;2177320000.0;0.26;0.0309
NTCO3;13.42;33.09;0.78;0.476;0.0098;0.355;39.99;10.37;-1.36;14.48;5.71;0.0459;0.0142;1.03;0.0423;0.0235;185136000.0;23821900000.0;0.5;0.0027
RPAD5;7.71;33.27;0.63;0.0;0.0731;0.626;10.64;-164.87;10.66;-148.7;-148.7;0.0;0.0;19.84;-0.004;0.0189;1445.7;1039900000.0;0.0;-0.5335
EEEL3;421.01;33.42;1.87;3.856;0.2999;0.866;3.78;7.72;-7.64;7.26;7.08;0.4994;0.1041;2.19;0.1386;0.0559;3637.23;2177320000.0;0.26;0.0309
NGRD3;1.8;35.17;0.94;1.704;0.0083;0.581;1.86;21.06;5.91;10.72;5.16;0.0809;0.0476;2.88;0.0469;0.0267;2682890.0;457808000.0;0.18;0.1448
GEPA3;21.71;36.38;1.04;1.494;0.0;0.516;-3.92;9.84;-1.35;14.47;7.47;0.1518;0.0411;0.48;0.065;0.0285;3265.98;1978410000.0;0.61;-0.0078
MERC3;24.1;38.27;1.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0442;107.21;256540000.0;0.0;-0.3644
TOTS3;23.26;39.08;3.33;4.079;0.0092;1.424;6.5;12.4;-1349.63;11.36;9.19;0.3289;0.1075;1.67;0.166;0.0853;170140000.0;4308030000.0;0.42;0.1129
SQIA3;15.84;39.09;1.79;3.292;0.0042;0.962;-61.1;35.11;-2.8;38.69;17.58;0.0938;0.0787;0.88;0.0298;0.0458;20370200.0;777865000.0;0.32;0.3121
RDOR3;28.98;41.22;4.29;2.77;0.0439;1.129;4.15;15.47;-3.64;19.41;14.41;0.1791;0.0713;3.07;0.0951;0.104;144035000.0;13585300000.0;1.9;0.2443
BRIT3;1.76;41.66;0.59;1.011;0.0;0.278;4.14;8.62;-0.99;14.62;4.83;0.1174;0.0243;1.38;0.041;0.0141;1817690.0;1350050000.0;0.79;0.0
RDNI3;7.65;42.69;0.53;0.648;0.0075;0.171;0.87;18.22;-0.73;43.53;33.97;0.0355;0.0242;1.82;0.0099;0.0125;90208.5;626058000.0;0.82;0.2022
GEPA4;25.5;42.73;1.22;1.754;0.0;0.606;-4.6;11.56;-1.58;16.19;8.36;0.1518;0.0411;0.48;0.065;0.0285;12219.9;1978410000.0;0.61;-0.0078
RADL3;19.2;44.16;6.68;1.265;0.0107;2.041;12.21;24.64;-14.05;25.97;12.71;0.0513;0.0292;1.44;0.1122;0.1512;144456000.0;4751380000.0;0.46;0.165
AERI3;2.8;45.27;2.16;0.914;0.0074;0.691;1.74;13.02;-16.08;17.46;14.19;0.0702;0.0202;2.65;0.0856;0.0476;7906770.0;995260000.0;1.48;0.0
ARML3;12.14;53.56;3.7;7.869;0.0;1.309;3.23;24.24;-9.76;26.99;18.95;0.3246;0.1469;4.78;0.0991;0.069;6492290.0;1135230000.0;1.61;0.0
CBEE3;19.21;59.88;0.95;0.524;0.0043;0.275;-5.88;4.07;-0.59;8.1;5.58;0.1287;0.0088;0.84;0.074;0.0158;89.35;4881810000.0;0.99;0.1161
BAUH4;81.8;61.88;4.23;2.434;0.0;2.718;-37.96;916.65;-30.27;917.09;78.66;0.0027;0.0393;0.79;0.0039;0.0683;14218.2;101013000.0;0.05;0.015
DMVF3;4.01;62.34;0.24;0.167;0.0;0.141;3.86;2.45;-0.89;2.07;0.95;0.0682;0.0027;1.16;0.0704;0.0039;313746.0;830950000.0;0.05;0.2402
PETZ3;9.93;65.48;2.58;2.007;0.0028;1.334;7.47;21.08;-11.46;19.57;10.0;0.0952;0.0306;1.95;0.0824;0.0394;132378000.0;1768960000.0;0.1;0.4292
MGLU3;2.34;92.5;1.42;0.441;0.0064;0.468;1.81;65.04;-5.17;85.3;18.07;0.0068;0.0048;1.8;0.0095;0.0154;502592000.0;11118200000.0;0.62;0.315
EMBR3;11.44;191.4;0.68;0.398;0.0;0.181;0.64;5.15;-1.14;9.83;5.98;0.0772;0.0027;2.01;0.0472;0.0035;108949000.0;12545900000.0;1.34;0.0547
SEER3;6.28;197.36;0.56;0.546;0.0197;0.242;16.61;3.79;-0.63;5.66;2.98;0.1439;0.0028;1.09;0.0683;0.0028;3177400.0;1443670000.0;0.4;0.036
HAPV3;5.47;235.86;0.79;3.15;0.0035;0.538;86.37;179.48;-2.49;209.08;37.5;0.0176;0.0134;1.06;0.0032;0.0034;385044000.0;49145700000.0;0.22;0.3762
BIDI3;3.4;239.91;1.05;0.0;0.0075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0044;5872100.0;8428170000.0;0.0;0.3475
BIDI4;3.41;240.62;1.05;0.0;0.0074;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0044;31302200.0;8428170000.0;0.0;0.3475
BIDI11;10.4;244.62;1.07;0.0;0.0073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0044;154214000.0;8428170000.0;0.0;0.3475
AURE3;13.62;325.74;1.06;4.233;0.0073;0.479;5.74;11.34;-1.34;12.72;8.56;0.3734;0.0838;1.77;0.0483;0.0033;38777200.0;12820300000.0;0.38;0.0
TRAD3;4.79;40881.5;2.28;13.151;0.0;2.172;4.93;-27.01;5.0;-21.72;-28.2;-0.4868;0.0003;12.08;-0.1462;0.0001;18647400.0;592852000.0;0.01;0.0
