Ticker;Cotacao;P/L;P/VP;PSR;DY;P/Ativo;P/Cap.Giro;P/EBIT;P/ACL;EV/EBIT;EV/EBITDA;Mrg.Ebit;Mrg.Liq.;Liq.Corr.;ROIC;ROE;Liq.2meses;Pat.Liq;Div.Brut/Pat.;Cresc.5anos
LWSA3;5.62;-1167.2;1.13;3.735;0.0;0.717;2.38;154.2;6.51;86.27;16.17;0.0242;-0.0032;2.75;0.0071;-0.001;113127000.0;2941450000.0;0.03;0.4796
ELMD3;10.54;-907.96;1.94;3.161;0.0;0.962;5.16;31.84;-9.3;32.78;12.64;0.0993;-0.0035;1.87;0.049;-0.0021;2551520.0;760772000.0;0.69;1.1177
BRPR3;8.85;-346.17;0.59;12.83;0.0119;0.371;17.88;19.85;-1.29;29.65;29.39;0.6463;-0.0371;1.31;0.0202;-0.0017;27463000.0;7072250000.0;0.41;-0.0743
RAIL3;15.97;-335.19;2.01;3.748;0.0012;0.662;6.74;17.59;-1.45;23.93;11.16;0.213;-0.011;1.87;0.0447;-0.006;186787000.0;14706100000.0;1.16;0.0585
SCAR3;28.97;-326.18;1.08;6.029;0.005;0.481;-6.09;12.4;-1.02;25.57;18.27;0.4862;-0.0228;0.49;0.0396;-0.0033;133420.0;1551380000.0;1.19;-0.1301
MAPT4;14.17;-75.71;-2.17;0.0;0.0;16.846;-317.62;-83.48;-1.92;-83.48;-83.48;0.0;0.0;0.0;-0.2131;0.0287;186.07;-5994000.0;0.0;0.0
AALR3;19.51;-71.47;1.99;2.049;0.0;0.91;-29.09;29.73;-2.6;38.49;15.28;0.0689;-0.0222;0.85;0.0328;-0.0279;8369920.0;1159400000.0;0.66;-0.0014
RCSL3;2.94;-68.21;-3.02;1.681;0.0;1.745;21.91;108.32;-1.55;107.69;55.94;0.0155;-0.0247;1.21;0.0168;0.0443;3238610.0;-36870000.0;-0.0;4.2963
ORVR3;28.06;-56.36;5.98;4.487;0.0;1.646;7.21;17.24;-5.19;22.03;14.66;0.2602;-0.0657;2.36;0.1014;-0.1061;13694100.0;335501000.0;1.69;0.1521
HETA4;5.85;-53.28;-0.01;1.064;0.0;0.289;-0.04;1.17;-0.01;128.91;128.91;0.9059;-0.02;0.01;0.2467;0.0001;7184.16;-555862000.0;-0.58;0.0653
DASA3;15.29;-48.4;1.13;0.767;0.0193;0.349;25.65;37.66;-0.84;65.69;12.27;0.0204;-0.0152;1.05;0.0111;-0.0234;5156950.0;7573560000.0;1.23;0.3481
KRSA3;3.6;-44.69;2.22;1.824;0.0;0.641;-157.48;15.5;-1.39;25.29;16.97;0.1177;-0.0328;0.98;0.0451;-0.0496;1028690.0;1252900000.0;1.57;0.0
RNEW3;1.78;-36.11;-0.27;1.899;0.0;0.088;-1.98;-2.16;-0.08;-13.64;-14.73;-0.8799;-0.0526;0.85;-0.0468;0.0075;122717.0;-721426000.0;-1.71;-0.4508
RNEW11;5.14;-34.76;-0.26;1.828;0.0;0.085;-1.9;-2.08;-0.08;-13.56;-14.65;-0.8799;-0.0526;0.85;-0.0468;0.0075;97741.7;-721426000.0;-1.71;-0.4508
RNEW4;1.68;-34.09;-0.25;1.792;0.0;0.083;-1.87;-2.04;-0.08;-13.52;-14.6;-0.8799;-0.0526;0.85;-0.0468;0.0075;587245.0;-721426000.0;-1.71;-0.4508
ONCO3;4.56;-33.51;1.24;0.78;0.0;0.36;1.78;11.5;-1.63;16.38;9.74;0.0679;-0.0154;1.99;0.0448;-0.0369;8706700.0;1826450000.0;1.34;0.0
RRRP3;35.15;-28.59;1.87;7.339;0.0;1.362;5.98;21.03;13.59;16.42;11.14;0.349;-0.2393;2.62;0.095;-0.0655;156105000.0;3800970000.0;0.01;0.0
SEQL3;5.47;-26.4;1.34;0.467;0.0;0.39;5.37;140.58;-1.01;233.52;8.55;0.0033;-0.0177;1.29;0.0034;-0.0508;24890900.0;572656000.0;1.17;0.4174
RCSL4;1.0;-23.2;-1.03;0.572;0.0;0.594;7.45;36.84;-0.53;36.22;18.81;0.0155;-0.0247;1.21;0.0168;0.0443;311132.0;-36870000.0;-0.0;4.2963
CEED4;65.5;-21.76;-1.69;0.919;0.0;0.72;4.63;30.02;-0.72;43.88;19.31;0.0306;-0.0422;1.58;0.0288;0.0776;548.79;-2649070000.0;-1.02;1.5513
CASH3;1.08;-17.87;1.29;2.877;0.0;1.005;1.57;-9.52;1.94;-4.01;-4.28;-0.3021;-0.1455;8.57;-0.2578;-0.0725;46979900.0;670353000.0;0.0;1.073
HBSA3;2.26;-13.98;1.29;1.252;0.0;0.291;3.36;9.58;-0.49;30.17;10.25;0.1307;-0.0895;1.92;0.0345;-0.0924;11929000.0;1329640000.0;3.18;0.3342
CEED3;42.0;-13.95;-1.08;0.589;0.0;0.461;2.97;19.25;-0.46;33.11;14.57;0.0306;-0.0422;1.58;0.0288;0.0776;1069.84;-2649070000.0;-1.02;1.5513
BRFS3;13.59;-12.49;1.18;0.295;0.0;0.265;2.14;8.71;-0.89;16.5;6.26;0.0339;-0.0234;1.35;0.0517;-0.0948;161865000.0;12423100000.0;1.82;0.1172
IFCM3;4.48;-12.32;1.02;2.321;0.0;0.43;-18.22;-22.9;-1.73;-27.43;109.77;-0.1013;-0.1884;0.93;-0.0244;-0.0828;5209260.0;1238250000.0;0.36;0.0
DTCY3;5.85;-11.54;-67.48;7.897;0.0;5.125;-13.0;-21.36;-6.05;-21.63;68.17;-0.3696;-0.6842;0.37;-0.2589;5.8466;1188.26;-965000.0;-1.67;-0.1537
BKBR3;5.56;-10.72;1.0;0.512;0.0;0.411;-50.43;-32.34;-1.07;-41.17;5.78;-0.0158;-0.0477;0.96;-0.0151;-0.0931;14665300.0;1534050000.0;0.52;0.0801
SMFT3;10.09;-10.57;1.44;3.022;0.0;0.532;2.32;-22.65;-1.95;-22.7;10.84;-0.1334;-0.2847;2.8;-0.035;-0.1365;20644800.0;4099530000.0;0.86;0.1629
MSPA4;46.5;-10.4;0.36;1.81;0.0;0.207;5.61;-13.23;-0.61;-16.67;126.63;-0.1368;-0.1741;1.69;-0.0166;-0.0348;324.42;821830000.0;0.17;0.0081
OPCT3;1.88;-10.33;0.49;0.372;0.0;0.167;1.49;7.86;-0.46;25.04;25.04;0.0473;-0.036;1.63;0.0262;-0.047;2348390.0;774557000.0;1.5;0.5103
TCNO3;1.3;-9.86;-11.29;0.0;0.0;0.036;-0.09;-3.49;-0.04;-17.23;-20.27;0.0;0.0;0.28;-0.0141;1.1457;17202.5;-762000.0;-44.4;0.0943
COGN3;2.14;-9.77;0.32;0.828;0.0;0.141;1.41;6.05;-0.52;15.12;7.21;0.1368;-0.0888;1.69;0.0279;-0.0323;79299900.0;12714100000.0;0.77;-0.0575
TELB3;20.04;-9.38;1.01;4.704;0.0;0.336;1.19;-4.29;-1.11;-1.45;-6.69;-1.0954;-0.5014;4.43;-0.1099;-0.1077;55928.4;1345540000.0;0.15;1.5321
TCNO4;0.96;-7.28;-8.34;0.0;0.0;0.027;-0.06;-2.58;-0.03;-16.31;-19.2;0.0;0.0;0.28;-0.0141;1.1457;21619.4;-762000.0;-44.4;0.0943
BIOM3;7.86;-7.07;3.39;4.848;0.0;1.422;5.18;-8.2;-7.81;-9.63;-9.67;-0.5913;-0.6855;3.22;-0.2253;-0.479;355014.0;170578000.0;1.02;4.2477
MEAL3;1.61;-7.01;0.45;0.229;0.0;0.168;3.99;-24.94;-0.41;-40.93;7.22;-0.0092;-0.0326;1.24;-0.0087;-0.0643;4094900.0;1021500000.0;0.69;0.0232
WEST3;2.07;-7.01;0.61;0.709;0.0;0.489;0.86;-3.79;1.01;-0.68;-0.68;-0.1874;-0.1012;5.97;-0.2778;-0.0871;1301350.0;373540000.0;0.09;48.5681
CRDE3;21.57;-6.95;0.53;11.32;0.0;0.455;5.74;-6.14;17.71;-4.73;-4.75;-1.8427;-1.6297;1.87;-0.0849;-0.0768;4373.42;97884000.0;0.01;-0.3647
